Data;BTC USD;ETH USD;LTC USD;ADA USD;XRP USD;EOS USD
2017-06-17;2577;0;41;0;0,25275;0
2017-06-16;2456;0;31;0;0,24628;0
2017-06-15;2389;0;28;0;0,24638;0
2017-06-14;2583;0;30;0;0,26748;0
2017-06-13;2701;0;30;0;0,25743;0
2017-06-12;2775;0;31;0;0,25783;0
2017-06-11;2930;0;32;0;0,26605;0
2017-06-10;2858;0;30;0;0,27038;0
2017-06-09;2812;0;30;0;0,28608;0
2017-06-08;2731;0;29;0;0,2826;0
2017-06-07;2767;0;29;0;0,28298;0
2017-06-06;2802;0;30;0;0,28545;0
2017-06-05;2615;0;30;0;0,29193;0
2017-06-04;2527;0;27;0;0,2918;0
2017-06-03;2518;0;28;0;0,29153;0
2017-06-02;2446;0;28;0;0,31135;0
2017-06-01;2370;0;27;0;0,29238;0
2017-05-31;2249;0;25;0;0,22395;0
2017-05-30;2237;0;25;0;0,21555;0
2017-05-29;2230;0;25;0;0,22923;0
2017-05-28;2148;0;25;0;0,22258;0
2017-05-27;2122;0;24;0;0,227;0
2017-05-26;2305;0;28;0;0,27105;0
2017-05-25;2436;0;31;0;0,26593;0
2017-05-24;2370;0;33;0;0,30973;0
2017-05-23;2199;0;28;0;0,31465;0
2017-05-22;2108;0;25;0;0,2971;0
2017-05-21;2040;0;27;0;0,33698;0
2017-05-20;1999;0;27;0;0,32883;0
2017-05-19;1922;0;28;0;0,33025;0
2017-05-18;1863;0;27;0;0,35725;0
2017-05-17;1769;0;24;0;0,34598;0
2017-05-16;1711;0;24;0;0,2932;0
2017-05-15;1729;0;27;0;0,23973;0
2017-05-14;1769;0;29;0;0,21373;0
2017-05-13;1704;0;28;0;0,20855;0
2017-05-12;1742;0;29;0;0,1953;0
2017-05-11;1794;0;31;0;0,18245;0
2017-05-10;1720;0;34;0;0,17308;0
2017-05-09;1685;0;30;0;0,16678;0
2017-05-08;1610;0;30;0;0,16673;0
2017-05-07;1542;0;30;0;0,12286;0
2017-05-06;1529;0;27;0;0,09642;0
2017-05-05;1524;0;26;0;0,08854;0
2017-05-04;1512;0;24;0;0,07225;0
2017-05-03;1463;0;23;0;0,05734;0
2017-05-02;1432;0;16;0;0,05336;0
2017-05-01;1390;0;16;0;0,05329;0
2017-04-30;1339;0;16;0;0,05251;0
2017-04-29;1331;0;16;0;0,05084;0
2017-04-28;1327;0;15;0;0,04031;0
2017-04-27;1313;0;15;0;0,03426;0
2017-04-26;1281;0;15;0;0,03279;0
2017-04-25;1257;0;15;0;0,03226;0
2017-04-24;1247;0;15;0;0,03146;0
2017-04-23;1242;0;15;0;0,03154;0
2017-04-22;1241;0;14;0;0,03237;0
2017-04-21;1245;0;12;0;0,03192;0
2017-04-20;1228;0;11;0;0,02945;0
2017-04-19;1208;0;11;0;0,03113;0
2017-04-18;1201;0;11;0;0,03313;0
2017-04-17;1187;0;12;0;0,03318;0
2017-04-16;1177;0;12;0;0,03333;0
2017-04-15;1098;0;11;0;0,03374;0
2017-04-14;1178;0;11;0;0,03399;0
2017-04-13;1189;0;11;0;0,03452;0
2017-04-12;1217;0;11;0;0,03388;0
2017-04-11;1213;0;10;0;0,03358;0
2017-04-10;1205;0;10;0;0,03434;0
2017-04-09;1194;0;10;0;0,03456;0
2017-04-08;1184;0;10;0;0,03646;0
2017-04-07;1188;0;10;0;0,03499;0
2017-04-06;1163;0;12;0;0,03377;0
2017-04-05;1131;0;11;0;0,03739;0
2017-04-04;1143;0;9;0;0,03492;0
2017-04-03;1125;0;8;0;0,04513;0
2017-04-02;1092;0;8;0;0,04013;0
2017-04-01;1084;0;7;0;0,02158;0
2017-03-31;1060;0;7;0;0,01773;0
2017-03-30;1038;0;7;0;0,01221;0
2017-03-29;1038;0;4;0;0,00983;0
2017-03-28;1043;0;4;0;0,00942;0
2017-03-27;1006;0;4;0;0,00951;0
2017-03-26;972;0;4;0;0,00924;0
2017-03-25;948;0;4;0;0,00978;0
2017-03-24;985;0;4;0;0,0104;0
2017-03-23;1041;0;4;0;0,0091;0
2017-03-22;1071;0;4;0;0,0071;0
2017-03-21;1085;0;4;0;0,00685;0
2017-03-20;1033;0;4;0;0,00677;0
2017-03-19;1006;0;4;0;0,0068;0
2017-03-18;1022;0;4;0;0,00653;0
2017-03-17;1121;0;4;0;0,00609;0
2017-03-16;1201;0;4;0;0,00623;0
2017-03-15;1247;0;4;0;0,00633;0
2017-03-14;1239;0;4;0;0,00638;0
2017-03-13;1229;0;4;0;0,00635;0
2017-03-12;1200;0;4;0;0,00623;0
2017-03-11;1150;0;4;0;0,00623;0
2017-03-10;1156;0;4;0;0,00629;0
2017-03-09;1169;0;4;0;0,00648;0
2017-03-08;1190;0;4;0;0,00665;0
2017-03-07;1235;0;4;0;0,00638;0
2017-03-06;1272;0;4;0;0,00606;0
2017-03-05;1263;0;4;0;0,00614;0
2017-03-04;1266;0;4;0;0,00639;0
2017-03-03;1270;0;4;0;0,00625;0
2017-03-02;1244;0;4;0;0,00578;0
2017-03-01;1198;0;4;0;0,00545;0
2017-02-28;1191;0;4;0;0,00554;0
2017-02-27;1180;0;4;0;0,00563;0
2017-02-26;1157;0;4;0;0,00566;0
2017-02-25;1155;0;4;0;0,00567;0
2017-02-24;1163;0;4;0;0,00573;0
2017-02-23;1147;0;4;0;0,00584;0
2017-02-22;1117;0;4;0;0,00586;0
2017-02-21;1098;0;4;0;0,00587;0
2017-02-20;1062;0;4;0;0,00588;0
2017-02-19;1049;0;4;0;0,00572;0
2017-02-18;1052;0;4;0;0,0056;0
2017-02-17;1041;0;4;0;0,00584;0
2017-02-16;1022;0;4;0;0,00585;0
2017-02-15;1007;0;4;0;0,0061;0
2017-02-14;1001;0;4;0;0,00626;0
2017-02-13;994;0;4;0;0,00627;0
2017-02-12;1001;0;4;0;0,00633;0
2017-02-11;1001;0;4;0;0,00634;0
2017-02-10;982;0;4;0;0,00622;0
2017-02-09;1008;0;4;0;0,00629;0
2017-02-08;1049;0;4;0;0,00633;0
2017-02-07;1037;0;4;0;0,00638;0
2017-02-06;1021;0;4;0;0,00635;0
2017-02-05;1021;0;4;0;0,00637;0
2017-02-04;1022;0;4;0;0,00641;0
2017-02-03;1007;0;4;0;0,00638;0
2017-02-02;992;0;4;0;0,00648;0
2017-02-01;974;0;4;0;0,00643;0
2017-01-31;943;0;4;0;0,00639;0
2017-01-30;917;0;4;0;0,0064;0
2017-01-29;917;0;4;0;0,00635;0
2017-01-28;918;0;4;0;0,00636;0
2017-01-27;916;0;4;0;0,00554;0
2017-01-26;906;0;4;0;0,00643;0
2017-01-25;894;0;4;0;0,00648;0
2017-01-24;908;0;4;0;0,00661;0
2017-01-23;920;0;4;0;0,00672;0
2017-01-22;916;0;4;0;0,00679;0
2017-01-21;908;0;4;0;0,0067;0
2017-01-20;892;0;4;0;0,00667;0
2017-01-19;886;0;4;0;0,00676;0
2017-01-18;883;0;4;0;0,00687;0
2017-01-17;865;0;4;0;0,00693;0
2017-01-16;826;0;4;0;0,0068;0
2017-01-15;819;0;4;0;0,0068;0
2017-01-14;823;0;4;0;0,00676;0
2017-01-13;810;0;4;0;0,00651;0
2017-01-12;791;0;4;0;0,00657;0
2017-01-11;840;0;4;0;0,00663;0
2017-01-10;901;0;4;0;0,00658;0
2017-01-09;896;0;4;0;0,00622;0
2017-01-08;900;0;4;0;0,00633;0
2017-01-07;871;0;4;0;0,00627;0
2017-01-06;939;0;4;0;0,00625;0
2017-01-05;1037;0;4;0;0,00631;0
2017-01-04;1085;0;5;0;0,00651;0
2017-01-03;1023;0;5;0;0,00638;0
2017-01-02;1009;0;5;0;0,00632;0
2017-01-01;979;0;4;0;0,00643;0
2016-12-31;958;0;4;0;0,00647;0
2016-12-30;957;0;4;0;0,00646;0
2016-12-29;969;0;5;0;0,00644;0
2016-12-28;950;0;4;0;0,00619;0
2016-12-27;914;0;4;0;0,00622;0
2016-12-26;896;0;4;0;0,00633;0
2016-12-25;882;0;4;0;0,0064;0
2016-12-24;902;0;5;0;0,00626;0
2016-12-23;889;0;4;0;0,00625;0
2016-12-22;848;0;4;0;0,0064;0
2016-12-21;814;0;4;0;0,00649;0
2016-12-20;794;0;4;0;0,0065;0
2016-12-19;790;0;4;0;0,00651;0
2016-12-18;788;0;4;0;0,00653;0
2016-12-17;785;0;4;0;0,00658;0
2016-12-16;779;0;4;0;0,00667;0
2016-12-15;776;0;4;0;0,00669;0
2016-12-14;777;0;4;0;0,00672;0
2016-12-13;779;0;4;0;0,00669;0
2016-12-12;774;0;4;0;0,00675;0
2016-12-11;770;0;4;0;0,00673;0
2016-12-10;773;0;4;0;0,00682;0
2016-12-09;769;0;4;0;0,00699;0
2016-12-08;767;0;4;0;0,00703;0
2016-12-07;762;0;4;0;0,00681;0
2016-12-06;756;0;4;0;0,0065;0
2016-12-05;759;0;4;0;0,0064;0
2016-12-04;765;0;4;0;0,00654;0
2016-12-03;766;0;4;0;0,00661;0
2016-12-02;764;0;4;0;0,00658;0
2016-12-01;748;0;4;0;0,00674;0
2016-11-30;738;0;4;0;0,00672;0
2016-11-29;733;0;4;0;0,00677;0
2016-11-28;732;0;4;0;0,00685;0
2016-11-27;732;0;4;0;0,00691;0
2016-11-26;735;0;4;0;0,00688;0
2016-11-25;737;0;4;0;0,00686;0
2016-11-24;737;0;4;0;0,00695;0
2016-11-23;743;0;4;0;0,00717;0
2016-11-22;743;0;4;0;0,00739;0
2016-11-21;734;0;4;0;0,00753;0
2016-11-20;735;0;4;0;0,00758;0
2016-11-19;747;0;4;0;0,00772;0
2016-11-18;742;0;4;0;0,00776;0
2016-11-17;740;0;4;0;0,00775;0
2016-11-16;726;0;4;0;0,00779;0
2016-11-15;708;0;4;0;0,00783;0
2016-11-14;703;0;4;0;0,00805;0
2016-11-13;699;0;4;0;0,00805;0
2016-11-12;709;0;4;0;0,0081;0
2016-11-11;715;0;4;0;0,00806;0
2016-11-10;717;0;4;0;0,00816;0
2016-11-09;720;0;4;0;0,00814;0
2016-11-08;708;0;4;0;0,00826;0
2016-11-07;706;0;4;0;0,00816;0
2016-11-06;706;0;4;0;0,00818;0
2016-11-05;701;0;4;0;0,00822;0
2016-11-04;694;0;4;0;0,00818;0
2016-11-03;708;0;4;0;0,0082;0
2016-11-02;729;0;4;0;0,00813;0
2016-11-01;714;0;4;0;0,00806;0
2016-10-31;696;0;4;0;0,00808;0
2016-10-30;704;0;4;0;0,00795;0
2016-10-29;702;0;4;0;0,00772;0
2016-10-28;684;0;4;0;0,00808;0
2016-10-27;679;0;4;0;0,00848;0
2016-10-26;664;0;4;0;0,00883;0
2016-10-25;653;0;4;0;0,00894;0
2016-10-24;651;0;4;0;0,00903;0
2016-10-23;655;0;4;0;0,00893;0
2016-10-22;644;0;4;0;0,00896;0
2016-10-21;630;0;4;0;0,00907;0
2016-10-20;628;0;4;0;0,00892;0
2016-10-19;631;0;4;0;0,00853;0
2016-10-18;636;0;4;0;0,00823;0
2016-10-17;638;0;4;0;0,00809;0
2016-10-16;639;0;4;0;0,00804;0
2016-10-15;638;0;4;0;0,00813;0
2016-10-14;636;0;4;0;0,00807;0
2016-10-13;636;0;4;0;0,00788;0
2016-10-12;638;0;4;0;0,00791;0
2016-10-11;629;0;4;0;0,00803;0
2016-10-10;616;0;4;0;0,00799;0
2016-10-09;616;0;4;0;0,00751;0
2016-10-08;617;0;4;0;0,00736;0
2016-10-07;614;0;4;0;0,00748;0
2016-10-06;611;0;4;0;0,00738;0
2016-10-05;611;0;4;0;0,00758;0
2016-10-04;610;0;4;0;0,00799;0
2016-10-03;611;0;4;0;0,00812;0
2016-10-02;612;0;4;0;0,00807;0
2016-10-01;611;0;4;0;0,00833;0
2016-09-30;606;0;4;0;0,00894;0
2016-09-29;605;0;4;0;0,00895;0
2016-09-28;605;0;4;0;0,00863;0
2016-09-27;606;0;4;0;0,00807;0
2016-09-26;604;0;4;0;0,00812;0
2016-09-25;602;0;4;0;0,00776;0
2016-09-24;603;0;4;0;0,00741;0
2016-09-23;599;0;4;0;0,00711;0
2016-09-22;596;0;4;0;0,00687;0
2016-09-21;602;0;5;0;0,00686;0
2016-09-20;609;0;4;0;0,00686;0
2016-09-19;610;0;4;0;0,00704;0
2016-09-18;609;0;4;0;0,00697;0
2016-09-17;607;0;4;0;0,00718;0
2016-09-16;608;0;4;0;0,00805;0
2016-09-15;608;0;4;0;0,00818;0
2016-09-14;609;0;4;0;0,00609;0
2016-09-13;608;0;4;0;0,00592;0
2016-09-12;607;0;4;0;0,0059;0
2016-09-11;613;0;4;0;0,00589;0
2016-09-10;624;0;4;0;0,00596;0
2016-09-09;623;0;4;0;0,00596;0
2016-09-08;620;0;4;0;0,00595;0
2016-09-07;612;0;4;0;0,00593;0
2016-09-06;608;0;4;0;0,00596;0
2016-09-05;606;0;4;0;0,00595;0
2016-09-04;604;0;4;0;0,006;0
2016-09-03;588;0;4;0;0,00604;0
2016-09-02;574;0;4;0;0,00598;0
2016-09-01;605;0;4;0;0,00597;0
2016-08-31;575;0;4;0;0,006;0
2016-08-30;576;0;4;0;0,00628;0
2016-08-29;575;0;4;0;0,00623;0
2016-08-28;573;0;4;0;0,006;0
2016-08-27;574;0;4;0;0,00595;0
2016-08-26;579;0;4;0;0,00605;0
2016-08-25;577;0;4;0;0,00614;0
2016-08-24;581;0;4;0;0,00596;0
2016-08-23;585;0;0;0;0,0058;0
2016-08-22;584;0;0;0;0,00586;0
2016-08-21;582;0;0;0;0,00609;0
2016-08-20;578;0;0;0;0,00614;0
2016-08-19;573;0;0;0;0,00608;0
2016-08-18;574;0;0;0;0,00602;0
2016-08-17;576;0;0;0;0,0061;0
2016-08-16;574;0;0;0;0,00612;0
2016-08-15;568;0;0;0;0,00605;0
2016-08-14;575;0;0;0;0,00584;0
2016-08-13;586;0;0;0;0,00612;0
2016-08-12;587;0;0;0;0,00613;0
2016-08-11;591;0;0;0;0,00619;0
2016-08-10;589;0;0;0;0,00628;0
2016-08-09;587;0;0;0;0,00619;0
2016-08-08;590;0;0;0;0,00615;0
2016-08-07;589;0;0;0;0,00626;0
2016-08-06;581;0;0;0;0,00625;0
2016-08-05;574;0;0;0;0,00597;0
2016-08-04;572;0;0;0;0,00588;0
2016-08-03;542;0;0;0;0,00556;0
2016-08-02;551;0;0;0;0,00555;0
2016-08-01;615;0;0;0;0,00587;0
2016-07-31;638;0;0;0;0,00605;0
2016-07-30;655;0;0;0;0,00613;0
2016-07-29;654;0;0;0;0,00605;0
2016-07-28;654;0;0;0;0,00598;0
2016-07-27;654;0;0;0;0,00591;0
2016-07-26;652;0;0;0;0,00607;0
2016-07-25;657;0;0;0;0,00622;0
2016-07-24;657;0;0;0;0,00632;0
2016-07-23;653;0;0;0;0,00632;0
2016-07-22;658;0;0;0;0,00637;0
2016-07-21;663;0;0;0;0,00645;0
2016-07-20;667;0;0;0;0,00642;0
2016-07-19;670;0;0;0;0,00649;0
2016-07-18;673;0;0;0;0,00662;0
2016-07-17;670;0;0;0;0,0067;0
2016-07-16;662;0;0;0;0,00665;0
2016-07-15;661;0;0;0;0,00647;0
2016-07-14;657;0;0;0;0,00644;0
2016-07-13;665;0;0;0;0,00644;0
2016-07-12;659;0;0;0;0,00637;0
2016-07-11;648;0;0;0;0,00637;0
2016-07-10;647;0;0;0;0,00646;0
2016-07-09;650;0;0;0;0,00653;0
2016-07-08;648;0;0;0;0,00656;0
2016-07-07;647;0;0;0;0,00647;0
2016-07-06;669;0;0;0;0,00651;0
2016-07-05;669;0;0;0;0,00656;0
2016-07-04;665;0;0;0;0,00659;0
2016-07-03;676;0;0;0;0,00675;0
2016-07-02;686;0;0;0;0,00675;0
2016-07-01;673;0;0;0;0,00677;0
2016-06-30;653;0;0;0;0,00676;0
2016-06-29;637;0;0;0;0,00696;0
2016-06-28;646;0;0;0;0,00683;0
2016-06-27;634;0;0;0;0,00644;0
2016-06-26;641;0;0;0;0,00647;0
2016-06-25;662;0;0;0;0,00652;0
2016-06-24;645;0;0;0;0,00648;0
2016-06-23;595;0;0;0;0,00658;0
2016-06-22;631;0;0;0;0,00709;0
2016-06-21;690;0;0;0;0,00617;0
2016-06-20;744;0;0;0;0,00684;0
2016-06-19;755;0;0;0;0,0071;0
2016-06-18;750;0;0;0;0,00656;0
2016-06-17;745;0;0;0;0,00662;0
2016-06-16;727;0;0;0;0,00661;0
2016-06-15;685;0;0;0;0,0071;0
2016-06-14;686;0;0;0;0,00967;0
2016-06-13;684;0;0;0;0,00567;0
2016-06-12;634;0;0;0;0,00563;0
2016-06-11;585;0;0;0;0,00573;0
2016-06-10;576;0;0;0;0,00568;0
2016-06-09;576;0;0;0;0,00572;0
2016-06-08;577;0;0;0;0,00572;0
2016-06-07;574;0;0;0;0,0058;0
2016-06-06;579;0;0;0;0,0058;0
2016-06-05;575;0;0;0;0,00577;0
2016-06-04;573;0;0;0;0,00585;0
2016-06-03;553;0;0;0;0,00578;0
2016-06-02;537;0;0;0;0,00575;0
2016-06-01;532;0;0;0;0,00566;0
2016-05-31;530;0;0;0;0,00569;0
2016-05-30;526;0;0;0;0,00566;0
2016-05-29;520;0;0;0;0,00538;0
2016-05-28;499;0;0;0;0,0052;0
2016-05-27;465;0;0;0;0,00562;0
2016-05-26;451;0;0;0;0,0056;0
2016-05-25;448;0;0;0;0,0057;0
2016-05-24;445;0;0;0;0,00581;0
2016-05-23;442;0;0;0;0,00583;0
2016-05-22;441;0;0;0;0,00589;0
2016-05-21;443;0;0;0;0,00597;0
2016-05-20;442;0;0;0;0,00606;0
2016-05-19;448;0;0;0;0,00597;0
2016-05-18;454;0;0;0;0,0059;0
2016-05-17;454;0;0;0;0,006;0
2016-05-16;456;0;0;0;0,00609;0
2016-05-15;457;0;0;0;0,00601;0
2016-05-14;456;0;0;0;0,00593;0
2016-05-13;455;0;0;0;0,00611;0
2016-05-12;453;0;0;0;0,00612;0
2016-05-11;452;0;0;0;0,0062;0
2016-05-10;455;0;0;0;0,00633;0
2016-05-09;459;0;0;0;0,00635;0
2016-05-08;458;0;0;0;0,00637;0
2016-05-07;458;0;0;0;0,00637;0
2016-05-06;454;0;0;0;0,00627;0
2016-05-05;447;0;0;0;0,00619;0
2016-05-04;448;0;0;0;0,00637;0
2016-05-03;447;0;0;0;0,00658;0
2016-05-02;448;0;0;0;0,00662;0
2016-05-01;451;0;0;0;0,00673;0
2016-04-30;452;0;0;0;0,0068;0
2016-04-29;451;0;0;0;0,00678;0
2016-04-28;445;0;0;0;0,00662;0
2016-04-27;456;0;0;0;0,00679;0
2016-04-26;464;0;0;0;0,0071;0
2016-04-25;459;0;0;0;0,00728;0
2016-04-24;454;0;0;0;0,00727;0
2016-04-23;448;0;0;0;0,00739;0
2016-04-22;447;0;0;0;0,00727;0
2016-04-21;445;0;0;0;0,00724;0
2016-04-20;438;0;0;0;0,00711;0
2016-04-19;431;0;0;0;0,00692;0
2016-04-18;427;0;0;0;0,00675;0
2016-04-17;428;0;0;0;0,0065;0
2016-04-16;429;0;0;0;0,00654;0
2016-04-15;426;0;0;0;0,00639;0
2016-04-14;424;0;0;0;0,00606;0
2016-04-13;424;0;0;0;0,00587;0
2016-04-12;423;0;0;0;0,00607;0
2016-04-11;421;0;0;0;0,00617;0
2016-04-10;419;0;0;0;0,00606;0
2016-04-09;417;0;0;0;0,00641;0
2016-04-08;419;0;0;0;0,0067;0
2016-04-07;420;0;0;0;0,00704;0
2016-04-06;421;0;0;0;0,00729;0
2016-04-05;421;0;0;0;0,00737;0
2016-04-04;419;0;0;0;0,00747;0
2016-04-03;419;0;0;0;0,0075;0
2016-04-02;417;0;0;0;0,00747;0
2016-04-01;415;0;0;0;0,00735;0
2016-03-31;414;0;0;0;0,00743;0
2016-03-30;413;0;0;0;0,00734;0
2016-03-29;417;0;0;0;0,00747;0
2016-03-28;423;0;0;0;0,00762;0
2016-03-27;421;0;0;0;0,008;0
2016-03-26;416;0;0;0;0,00814;0
2016-03-25;415;0;0;0;0,00826;0
2016-03-24;416;0;0;0;0,00833;0
2016-03-23;417;0;0;0;0,00818;0
2016-03-22;414;0;0;0;0,00797;0
2016-03-21;411;0;0;0;0,0079;0
2016-03-20;410;0;0;0;0,00788;0
2016-03-19;407;0;0;0;0,00805;0
2016-03-18;412;0;0;0;0,00818;0
2016-03-17;417;0;0;0;0,00815;0
2016-03-16;415;0;0;0;0,00807;0
2016-03-15;415;0;0;0;0,00794;0
2016-03-14;414;0;0;0;0,00836;0
2016-03-13;412;0;0;0;0,00833;0
2016-03-12;414;0;0;0;0,00867;0
2016-03-11;418;0;0;0;0,00883;0
2016-03-10;414;0;0;0;0,00823;0
2016-03-09;412;0;0;0;0,00801;0
2016-03-08;413;0;0;0;0,00777;0
2016-03-07;410;0;0;0;0,00768;0
2016-03-06;403;0;0;0;0,00754;0
2016-03-05;401;0;0;0;0,00777;0
2016-03-04;415;0;0;0;0,00805;0
2016-03-03;421;0;0;0;0,00801;0
2016-03-02;430;0;0;0;0,00812;0
2016-03-01;434;0;0;0;0,00812;0
2016-02-29;435;0;0;0;0,00801;0
2016-02-28;430;0;0;0;0,00791;0
2016-02-27;430;0;0;0;0,00802;0
2016-02-26;424;0;0;0;0,00817;0
2016-02-25;423;0;0;0;0,00797;0
2016-02-24;420;0;0;0;0,008;0
2016-02-23;428;0;0;0;0,00823;0
2016-02-22;437;0;0;0;0,00815;0
2016-02-21;438;0;0;0;0,00813;0
2016-02-20;431;0;0;0;0,00819;0
2016-02-19;421;0;0;0;0,00828;0
2016-02-18;420;0;0;0;0,00794;0
2016-02-17;413;0;0;0;0,00789;0
2016-02-16;404;0;0;0;0,00833;0
2016-02-15;404;0;0;0;0,00839;0
2016-02-14;398;0;0;0;0,00846;0
2016-02-13;388;0;0;0;0,00812;0
2016-02-12;382;0;0;0;0,00768;0
2016-02-11;379;0;0;0;0,00778;0
2016-02-10;379;0;0;0;0,00758;0
2016-02-09;374;0;0;0;0,03071;0
2016-02-08;376;0;0;0;0,00812;0
2016-02-07;378;0;0;0;0,00809;0
2016-02-06;381;0;0;0;0,00795;0
2016-02-05;388;0;0;0;0,00726;0
2016-02-04;380;0;0;0;0,0067;0
2016-02-03;371;0;0;0;0,00681;0
2016-02-02;374;0;0;0;0,00679;0
2016-02-01;372;0;0;0;0,00621;0
2016-01-31;374;0;0;0;0,00622;0
2016-01-30;379;0;0;0;0,00683;0
2016-01-29;377;0;0;0;0,00659;0
2016-01-28;387;0;0;0;0,00623;0
2016-01-27;393;0;0;0;0,00619;0
2016-01-26;392;0;0;0;0,00535;0
2016-01-25;396;0;0;0;0,00511;0
2016-01-24;395;0;0;0;0,00511;0
2016-01-23;387;0;0;0;0,00518;0
2016-01-22;395;0;0;0;0,00518;0
2016-01-21;413;0;0;0;0,00538;0
2016-01-20;398;0;0;0;0,00534;0
2016-01-19;382;0;0;0;0,00519;0
2016-01-18;382;0;0;0;0,0051;0
2016-01-17;384;0;0;0;0,00491;0
2016-01-16;374;0;0;0;0,00495;0
2016-01-15;399;0;0;0;0,00492;0
2016-01-14;431;0;0;0;0,00473;0
2016-01-13;435;0;0;0;0,00505;0
2016-01-12;446;0;0;0;0,00453;0
2016-01-11;447;0;0;0;0,00471;0
2016-01-10;446;0;0;0;0,0054;0
2016-01-09;450;0;0;0;0,00463;0
2016-01-08;455;0;0;0;0,00515;0
2016-01-07;443;0;0;0;0,00516;0
2016-01-06;430;0;0;0;0,00513;0
2016-01-05;432;0;0;0;0,00513;0
2016-01-04;432;0;0;0;0,00519;0
2016-01-03;430;0;0;0;0,00518;0
2016-01-02;434;0;0;0;0,0051;0
2016-01-01;432;0;0;0;0,00533;0
2015-12-31;427;0;0;0;0,00525;0
2015-12-30;429;0;0;0;0,00528;0
2015-12-29;427;0;0;0;0,00522;0
2015-12-28;423;0;0;0;0,005;0
2015-12-27;417;0;0;0;0,0051;0
2015-12-26;432;0;0;0;0,00558;0
2015-12-25;453;0;0;0;0,00629;0
2015-12-24;449;0;0;0;0,00518;0
2015-12-23;440;0;0;0;0,00536;0
2015-12-22;438;0;0;0;0,00526;0
2015-12-21;437;0;0;0;0,00501;0
2015-12-20;449;0;0;0;0,00495;0
2015-12-19;461;0;0;0;0,0055;0
2015-12-18;460;0;0;0;0,00537;0
2015-12-17;454;0;0;0;0,0057;0
2015-12-16;455;0;0;0;0,00513;0
2015-12-15;452;0;0;0;0,00535;0
2015-12-14;439;0;0;0;0,00613;0
2015-12-13;432;0;0;0;0,00612;0
2015-12-12;438;0;0;0;0,00656;0
2015-12-11;433;0;0;0;0,00638;0
2015-12-10;415;0;0;0;0,00709;0
2015-12-09;414;0;0;0;0,00692;0
2015-12-08;401;0;0;0;0,00537;0
2015-12-07;392;0;0;0;0,00468;0
2015-12-06;391;0;0;0;0,00451;0
2015-12-05;375;0;0;0;0,00453;0
2015-12-04;360;0;0;0;0,00445;0
2015-12-03;362;0;0;0;0,00413;0
2015-12-02;358;0;0;0;0,00403;0
2015-12-01;368;0;0;0;0,00398;0
2015-11-30;375;0;0;0;0,0041;0
2015-11-29;363;0;0;0;0,004;0
2015-11-28;356;0;0;0;0,004;0
2015-11-27;356;0;0;0;0,00404;0
2015-11-26;344;0;0;0;0,00418;0
2015-11-25;323;0;0;0;0,00429;0
2015-11-24;320;0;0;0;0,0043;0
2015-11-23;322;0;0;0;0,00432;0
2015-11-22;323;0;0;0;0,00432;0
2015-11-21;323;0;0;0;0,00417;0
2015-11-20;321;0;0;0;0,00439;0
2015-11-19;330;0;0;0;0,00423;0
2015-11-18;334;0;0;0;0,00423;0
2015-11-17;334;0;0;0;0,0044;0
2015-11-16;323;0;0;0;0,00423;0
2015-11-15;325;0;0;0;0,00428;0
2015-11-14;340;0;0;0;0,0048;0
2015-11-13;333;0;0;0;0,00437;0
2015-11-12;323;0;0;0;0,00485;0
2015-11-11;319;0;0;0;0,00435;0
2015-11-10;355;0;0;0;0,00435;0
2015-11-09;374;0;0;0;0,00435;0
2015-11-08;378;0;0;0;0,00424;0
2015-11-07;379;0;0;0;0,00423;0
2015-11-06;374;0;0;0;0,00437;0
2015-11-05;399;0;0;0;0,00455;0
2015-11-04;415;0;0;0;0,00481;0
2015-11-03;382;0;0;0;0,00511;0
2015-11-02;342;0;0;0;0,00466;0
2015-11-01;316;0;0;0;0,00503;0
2015-10-31;319;0;0;0;0,00514;0
2015-10-30;322;0;0;0;0,00494;0
2015-10-29;309;0;0;0;0,00449;0
2015-10-28;300;0;0;0;0,00462;0
2015-10-27;291;0;0;0;0,00486;0
2015-10-26;285;0;0;0;0,0048;0
2015-10-25;287;0;0;0;0,00467;0
2015-10-24;280;0;0;0;0,00483;0
2015-10-23;276;0;0;0;0,00456;0
2015-10-22;272;0;0;0;0,00477;0
2015-10-21;268;0;0;0;0,0047;0
2015-10-20;267;0;0;0;0,00487;0
2015-10-19;263;0;0;0;0,00517;0
2015-10-18;266;0;0;0;0,00504;0
2015-10-17;267;0;0;0;0,00528;0
2015-10-16;260;0;0;0;0,00541;0
2015-10-15;254;0;0;0;0,00507;0
2015-10-14;251;0;0;0;0,00526;0
2015-10-13;247;0;0;0;0,00548;0
2015-10-12;246;0;0;0;0,00562;0
2015-10-11;246;0;0;0;0,00569;0
2015-10-10;245;0;0;0;0,00665;0
2015-10-09;243;0;0;0;0,00596;0
2015-10-08;243;0;0;0;0,0053;0
2015-10-07;245;0;0;0;0,0056;0
2015-10-06;243;0;0;0;0,00583;0
2015-10-05;239;0;0;0;0,00531;0
2015-10-04;248;0;0;0;0,00506;0
2015-10-03;238;0;0;0;0,00567;0
2015-10-02;237;0;0;0;0,00615;0
2015-10-01;237;0;0;0;0,00538;0
2015-09-30;236;0;0;0;0,00553;0
2015-09-29;238;0;0;0;0,00587;0
